title,description
TV Plus Paket Seçeneği Sunmadan Otomatik Yenileme Yapıyor,"“24 saat bile geçmeden jet hızıyla problemi çözdüler... Diğer operatörlerden müşteri temsilcisine ulaşmak bile hayal iken aynı gün samimiyetle sorunu çözme çabaları çok anlamlıydı...
Teşekkürler Turkcell”"
Turkcell Saçma Sapan SMS Aşım Ücreti,“Sorunumla hemen ilgilenip çözümlediler teşekkürler”
Turkcell WhatsApp Engel Yedim,“Benimle iletişime geçen Demet hanım oldukça kibar ve ilgiliydi. Kendisine çözüm odaklı yaklaşımı için teşekkür ederim. Sorunum kısa sürede çözüldü.”
Turkcell İki Operatör Yetkili Bayisi Numaramı Taşımadılar,"“Sorunum çözüldü, açıklama yaptılar, teşekkürler”"
Turkcell İnternet Bağlantı Sorunu,“İlginiz için teşekkür ederim sorunumu çözüme kavuşturmak için iletişime geçtiğiniz için ücret iadesi yapılacağını söylediler mağduriyetim giderildi çok teşekkür ediyorum 😊”
Turkcell Yanıltıcı Fatura Ve Şüpheli Aramalarla Karşılaştık,“Hemen ertesi günü aradılar ve düzeltmeleri yaptılar ücret iade edildi. Güzel yaklaştılar kısa ve açıklayıcı konuştular. Teşekkür ederim✨”
Turkcell Yanlış Bilgi İle Bizi Mağdur Etti,“Sorunumu çoźdüler teşekkürler ederim”
Turkcell İnternet Bağlantısı Kesildi Ve Mağduriyet Yaşandı,“İlgilenen temsilciye teşekkür ederim. Sorunumu çözdüler.”
Turkcell Fatura İtirazı (İnternet Paket Aşımı),"“Tarafımla iletişime geçen arkadaşa teşekkür ederim, gayet ilgili ve çözüm odaklı süreç yönettiler. Sorun çözüldü.”"
Turkcell Paycell Onayım Olmadan Faturama Ücret Yansıttı,"“Sorunum çözüldü, teşekkürler”"
Turkcell Müşterilerini Tarife Konusunda Yanıltıyor.,“Sorun çözüldüğü için teşekkür ederim. Hizmet kalitesinin daha hızlı ve kolay olmasını da temenni ediyorum”
Turkcell Fahiş Fiyat Uyguladı,“Teşekkürler. Yardımcı olduğunuz için.”
Turkcell Superbox Sorun Ekibi,“Talebimi aldığınız ve sorunumu çözdüğünüz için teşekkürler”
Turkcell Dijital Reklam Hizmeti,"“Fazla ödeme tutarınız 95.05 TL faizi ile birlikte faturanızdan düşürülmüştür. İade tutarının, fatura tutarından daha fazla olması durumunda gelecek donem faturanızdan da düşürülecektir. B002."" ilgili davrandıkları ve sorunumu çözdükleri için Turkcell e teşekkür ederim ""”"
Turkcell Yanıltıcı Fatura Ve Şüpheli Aramalarla Karşılaştık,“Hızlı ve ilgili davrandılar sorun çözüldü Turkcell ailesine teşekkürler”
Turkcell İnternet Kullanımı GB Sorunu,“İlgi ve alakasından dolayı teşekkür ederim”
"Çözüm Üreten Turkcell Den, Sorun Yaratan Turkcell E Çağ Atladınız","“Şikayetimi 6 gün sonra çözdüler, en başta doğru olması gereken şey bu platforma kadar taşınmasaydı keşke, teşekkürler ilgilenen personel ve Şikayetvar ekibine.”"
Turkcell Mobil İmza Ekibi Ulaşamama,“Sorunumu kısa süre içerisinde çözüme ulaştırdığınız için teşekkür ederim.”
Turkcell E-sim Sorunu Geçiş Yapamadım.,“Sorunum kısa zamanda çözüldü ve bilgi verildi çok teşekkür ederim.”
Turkcell Sahte Numaralar İnsanları İnandırmaya Çalışıyor,“Ücret iadesi yapıldı lütfen mobil ödemeyi yaşlı ve engellilere sesli onaya sunarsanız kimse mağdur olmaz ilginiz için teşekkür ederim”
Turkcell Abonelik İptaline Rağmen Ücret Yansıtılması Sorunu,“Kısa sürede çözümlendiği için teşekkür ediyorum.”
Turkcell Tl Metre Servisi Hatalı Bilgilendirme Mi Yapıyor?,“Öncelikle sikayetvar.com 'a hızlı çözüm sağladığı için ve Turkcell'den Aygün hanıma anlayışı ve çözümü için teşekkür ederim”
Turkcell Youtube.com Premium Üyeli Tanımlanmadı,"“Cevabımda da yazdığım gibi, görüşmeler sonucu fiyatını daha uygun bulduğum bir tarifeye aktarıldım. 

Operatör Müslüm Beye yardımları için de çok teşekkür ediyorum. Turkcell'de kalmak hala bir ayrıcalık.”"
"Turkcell Fahiş Fatura, Habersiz İnternet Aşımı!","“Çözüm süreci yavaş olsa da sorunum için tarafıma dönüş yapılmış olup, bilgi aktarılmıştır.teşekkürler”"
"Turkcell Haksız Ödeme Alıyor, Müşteri Hizmetleri Yanlış Bilgi Veriyor!",“Teşekkürler en azından Y. K. B. gibi karşı tarafa atmadınız sucu.”
Turkcell Yurt Dışında Kullanılmayan Numaralar Üzerinden Ücretlendirme Sorunu,“Teşekkürler bir kısmını iade ettiniz fakat akıllı faturanın 15 lira olması hoş değil. Ücretsiz olması gerektiğini düşünüyorum”
Turkcell Fatura İtirazı -,“Müşteri temsilcisi Bekir beye teşekkür ederim.”
Turkcell İstediğim Dışında Verilen Hizmet Karşılığı Alınan Fahiş Fiyat,"“Sorunumuzu çözdüler iade işlemi gerçekleştirildi, teşekkürler...”"
Turkcell A. Ş. Oyun Aboneliği,“Farklı kurumların Turkcell hattı üzerinden hileli bir şekilde yapmış oldukları aboneliklerle Turkcell müşterilerini ekstra abonelik ücreti alarak mağdur ettikleri görülmektedir bu şikayetimi Turkcell şikayet var üzerinden belirttim iademi yaptılar ve beni bilgilendirdiler ilgi ve alakalarından dolayı ve ödemeyi iade ettikleri için çok teşekkür ediyorum”
Turkcell Kampanyalı Paketten Zamlı Pakete Geçip,“Teşekkürler”
"Turkcell Eren İletişim, İletişim Sorunu Ve İzinsiz İşlem",“İletişime geçerek sorunu çözeceklerini belirttiler. Cansu hanıma teşekkürler.”
Turkcell Sahte Numaralar İnsanları İnandırmaya Çalışıyor,"“İlginiz için teşekkür ederim,”"
Turkcell Yurt Dışında Olmadığım Halde Yurt Dışı Tarifesi Sorunu,“Bir gün sonra ilgilendiler çözüme kovuştu teşekkürler”
Turkcell Yardım Etmek Yerine İşlemleri Yapmama Ve Akıl Verme Peşinde,“Problemi çözmek amacıyla aradığım benimle muhatap olan iki hanımefendiye konuşma üsluplarından dolayı teşekkür ediyorum. Sorunum çözüldü iadem yapıldı Turkcell'e sonsuz teşekkür ediyorum.”
Turkcell Hattın Eski Sahibine Ait Borcu Benden Tahsil Etmeye Çalışıyor,“İlginiz için çok teşekkür ederim.”
Turkcell Sebepsiz Yüksek Fatura İşlemi,“Teşekkürler”
Turkcell'den Yasal Uyarı Mesajı,"“Arayıp sorunumu çözdüler, teşekkürlerimi sunuyorum”"
Turkcell Superbox Bilgim Dışında Daha Fazla Fatura Tutarı Çıkarmış,“teşekkürler (thanks)”
Turkcell'den Şaşırtan Fatura Ve Cayma Bedeli Sürprizleri,“Ücret iadesi yapacaklarını söylediler. Benimle iletişime geçen müşteri temsilcisi de nazik bir insandı. Teşekkür ederim.”
"Turkcell 749,00 TL İzinsiz Mobil Ödeme Şikayet",“İlgilendiği ve sorunumu çözdüğü için Turkcell e teşekkür ederim”
Turkcell Ve Kötü Niyetli Abonelik Sitesi İş Birliği,“Şikayetvar ve Turkcell çalışanlarına gösterdikleri ilgi ve yaklaşımlarından dolayı saygı ve selamlarımı sunuyorum. Sorunum Çözülmüştür. teşekkürler ”
Turkcell Faturaları Ve Gizli Ücretler,“Bekir beye teşekkürler”
Turkcell Haksız Kazanç Sağlaması,"“İlk dile getirdiğimde sorun çözülmeyecek gibi olsa da, sonrasında sorun çözüldü. Doğru yerden, doğru şekilde anlattığımı düşünüyorum. Turkcell'e ve Turkcell yetkilisi olan, beni arayıp kendi sorunuymuş gibi dinleyen, ilgilenen Aygün hanıma çok teşekkür ederim. Yardımcı olmak istiyordu ve oldu.”"
Turkcell De Az Kullanana Ceza Var!,“Basit bir konuyu çözmek birkaç gün sürdü ama yine de teşekkürler. Önerilerimi de dikkate alırlarsa daha az şikayet alırlar. :)”
Turkcell Müşteri Hizmetleri Çalışanlarının Yetersizliği,“En son görüştüğüm arkadaşın ilgisi ve yaklaşımı beni bu kararı almama vesile oldu.”
Turkcell Kullanımsız Paket Aşımı,"“Şikayetim kısa zamanda çözüldü, benimle iletişime geçen hanımefendi çok kibar ve ilgiliydi teşekkür ederim.”"
Turkcell İnsaf! Yine Mi?,“Çözüm odaklı ve ilgili yaklaşımları için teşekkür ederim. Sorunum hızlıca çözüldü.”
Turkcell WhatsApp Engel Yedim,“Elemanımız kısa sürede çözdü teşekkürler”
Turkcell Talep Dışı İşlem Ve Faturalandırma,“Problemin çözümünü hızlıca gerçekleştirdiler... Teşekkür ederim”
Turkcell TİM Düzgün Görev Yapmıyor,“Biraz zaman alsa da Turkcell sorunu çözdü. Teşekkürler”
Turkcell Deneme Sürümü Oyunu,“Turkcell ailesine teşekkür ederim.”
Turkcell Turk Lirası Yemesi,“Eğer sorununu çözerseniz çok memnun olurum ve çözeceğinizi de düşünüyorum şimdiden teşekkürler”
Turkcell Akıllım Güvende Ödeme,“Hızlı cevap. teşekkürler ”
Turkcell E-sim Geçişi Sonrası Çekim Sorunu Ve Müşteri Hizmetleri Yetersizliği,“Teşekkürler”
Turkcell WhatsApp Engel Yedim,“Turkcell'in beni aramasına ve para iadesi yapmasına şaşırdım. Tekrardan ilgileri ve çözümleri için teşekkür ederim.”
Turkcell İnternetinizi Durduk Yere Bitirebilir.,“Yardımcı olduğunuz ve ilgilendiğiniz için teşekkürler.”
Turkcell Geri İade Olmasını İstiyorum,“Şikayetim ve sorunumla arayıp ilgilendikleri için teşekkür ediyorum”
Turkcell İzinsiz Abonelik Ücreti Ve Faturaya Eklenen Ekstra Maliyet,“Sorunum çözüldü ücret iadem yapılacak teşekkürler Turkcell 🙏”
Turkcell Çocuk Hattı Yüksek Fatura Uygulama Müşteri Onayı Olmadan!,“Benimle irtibata geçen müşteri temsilcisi Bekir beye teşekkür ederim gayet güzel ilgilendi sorunumu çözdü”
Turkcell Faturamı İptal Etmemek İçin Bilerek Hattımı İptal Etti,“Teşekkürler”
Turkcell Mağduriyet ( Ücret Alınıp İşlem Yapılmaması),“Müşteri hizmetleri temsilcinizin açıklayıcı tutumu ve konuya hakim olup net bilgiler vermesinden dolayı teşekkür ederim.”
Turkcell Sim Kart Arızası,“Sorunumu çözdüler Teşekkürler”
Turkcell Hat İptali Ve Haksız İnternet Harcamaları,“Sorunum çözüldü Müşteri temsilcisi için değiştirmiyorum çok iyi davrandı çok iyi bir hanımefendiydi.teşekkürler”
Turkcell Hat Taşımda Farklı Tarife Uygulanması,"“Fazladan alındığını düşündüğüm tutarı faturama iade ettiler.
İlk defa bir şirket bu kadar sorumlu davrandı 
Teşekkürler Turkcell”"
Turkcell Finansman A. Ş Takip Kaydını Silmiyor,“Çözüm buldukları için teşekkür ederim”
Turkcell Yanlış Mesaj Gönderimi,“Sorun çözüldü Teşekkürler”
Turkcell'in İnternet Kullanımı İddiası İle Aldığı Haksız Kazanç,“Para iadem yapıldı ilginizden dolayı teşekkür ederim.”
Turkcell Yanlış Ücretlendirilme Sebebi Yüksek Fatura,“Teşekkürler ederim. Kısa zamanda çözüme ulaştı”
Turkcell 2 Haftadır Yeni Hattı Ulaştıramadı,“Sorunumu kısa sürede hallettiler çok teşekkür ederim”
Turkcell Hiçbir Şeyle İlgilenmeyip İlgileniyor Gibi Yapıyorlar,“Benimle iletişime gecen müşteri temsilcilerine teşekkürler”
Turkcell Faturalı Hat Kontrat Yenileme Her Daim Sorun.!,“İletişime geçip sorunumu çözdüler faturam da düşme sağlandı.teşekkürler”
Turkcell Superbox İnternet Aşırı Kötü,“Hemen geri dönüş sağladığınız ve sorunumu çözdüğünüz için teşekkürler.”
Turkcell Şebeke Sorunu Ve Hizmet İhmalkarlığı!,“Turkcell iletişim hattından Öznur hanım ile görüşme sağlayarak yaşamış olduğum problemi çözüme kavuşturduk. Faturamın düzeltileceğini söylendi. Kendilerine ve Turkcell ailesine teşekkür ederim.”
Turkcell Paket Aşımı,“Başta beni arayan Eda Hanım olmak üzere Turkcell e çözüm odaklı yaklaşımından dolayı teşekkür ederim”
Turkcell Taahhüdünüz Bitti Otomatik Talimat Oluşturun Deyip Kapatıyor,“Turkcell'e ve şikayet var sitesine ilgileriniz den dolayı teşekkür ediyorum.”
Turkcell Kullanmadığım Halde Yurt Dışı Paketi Yansıttı,“İlgili kişiler arayıp sorunumu çözdü ve para iadesinde bulundular.teşekkürler”
Turkcell Ek Paket SMS Alamıyorum Aldığım Ek Paketi İptal Ettiremiyorum,“Teşekkür ederim”
Turkcell Yurt Dışında Hem Rezil Oldum Hem Ekstra 480 TL İstiyor,“Problemimle kısa sürede ilgilenip çözdüğünüz için teşekkür ederim.”
Turkcell Hizmet Alamadığım Halde Cayma Bedeli İsteniyor,"“Turkcell Genel Merkez'den Gökhan bey, gerekli iletişimi sağladı, çok ilgilendi ve sorunumu giderdi. Çok teşekkür ederim”"
Turkcell Yanlış Bilgi İle Bizi Mağdur Etti,"“Dün müsait olamadığım için ertelemek zorunda kalmıştım çağrılarını bugün tekrar aradılar, Müşteri Temsilcisi Cansu Hanım 'a anlayışı ve ilgisi için teşekkür ederim. Problemimi çözdüler 💕”"
Turkcell Hotspot50GB Paketi Transfer Sorunu,“Destekleri ve ilgileri için teşekkür ederim. Mağduriyetim giderildi.”
Turkcell İnternet Ek Paketini Hattıma Tanımadı,“Turkcell şikayetimle ilgili her türlü desteği vererek para iademi gerçekleştirdi. Teşekkürler Turkcell”
Turkcell 40 GB İnternetim Bir Saatte Kendiliğinden Bitti!,"“Ücret iadesi yapıldı, teşekkürler.”"
Turkcell Superbox Ek Paket Sorunu,"“Sorunumla ilgilenilsin, teşekkürler.”"
Yanlış Faturalar Ve Kayıp GB'lar: Turkcell'in Müşteri Hizmetleri Sorunu,“Fatura mı kontrol ettiğim de fatura açma kapama ücretinin tarafıma iade edildiğini gördüm. Turkcell ve Şikayetvar.com ailesine teşekkür ederim.”
Turkcell WhatsApp Engel Yedim,“Konuştuğum müşteri temsilcisi çok nazik ve kibar konuştu. Ayrıca bana olanı güzelce açıkladı. Beni bilgilendirdi sorunumu çözdü. Çok teşekkür ederim.”
Turkcell Kurumsal Platinum İlgi 0 Ve Muhatap Bulamayıp Fazla Ödeme,“Sorunumla kısa sürede büyük ilgi ve alala ile çözülmesine yardımcı olan çalışanlara ve firmaya teşekkür ederim.”
Turkcell E-sim Geçişi Sonrası Çekim Sorunu Ve Müşteri Hizmetleri Yetersizliği,“Göstermiş olduğunuz ilgi için çok teşekkür ederim problemim çözüldü para iadesi için işlem yapıldı Emeğinize sağlık :)”
Turkcell Şişli Şubesi Ve Recom Alacak Yönetimi,“Teşekkür ederim çok güzel ilgilendiler. Aradılar yardımcı oldular sağ olun.”
Turkcell Abonelik İptaline Rağmen Ücret Yansıtılması Sorunu,“Teşekkür ederim sorunum çözüldü”
Turkcell İzin Almadan İşlem Yapıyor,“Şikayetim çözüldü teşekkürler”
"Turkcell Faturama Yansıyan Extra Para Bu Sefer 160,9 TL! Mağdurum!","“Turkcell aradı çok yardımcı oldular
iade edileceğini belirttiler, çok ama çok teşekkür ederiz”"
Turkcell Salla Kazan İnternetini Kullanmak İstiyorum,“Samimi ve çözüme yönelik desteğiniz için teşekkür ederim”
Turkcell'e Geçişte Aktivasyon Sorunu Ve Teknik Aksaklıklar,“Arayan kişi çok nazik ve yardımcı olma çabası içindeydi. İade yapıldı. Mağdur olmamam için destek olundu. teşekkürler ”
Turkcell Yurt Dışında Kullanılmayan Numaralar Üzerinden Ücretlendirme Sorunu,“Sorunu çözdüler teşekkürler”
Turkcell Hediye Youtube Premium İptal Edildi Ama Ek Ücret Yansıtıldı,“Biraz geç oldu ama teşekkürler”
Turkcell WhatsApp Engel Yedim,“İlginiz için teşekkürler”
Turkcell Olmayan Paket Reklamı Ve Haksız Bir Şekilde Paket Değiştirme,“İlginiz ve çözüm odaklı yaklaşımınız için teşekkür ederim.”
Turkcell'den Şaşırtan Fatura Ve Cayma Bedeli Sürprizleri,"“Sorunum çözüldü, teşekkürler...”"
Yanlış Faturalar Ve Kayıp GB'lar: Turkcell'in Müşteri Hizmetleri Sorunu,“Teşekkürler sorunum çözüldü.”
Turkcell Bilgim Dışında Açılan Hatlar,“Mağduriyetim giderildi teşekkür ederim”
Turkcell İnternet Paketi Alamama,“Merhaba Turkcell fatura ile ilgili şikayetim sonucunda şikayet birim hattından çalışma personeli bugün arayarak sorunumu çözdü ve gayet profesyonel bir yaklaşım gösterdiler. Umarım bir daha yaşanmaz böyle bir sorun teşekkürler iyi çalışmalar”
Turkcell Silivri Satış Danışmanlarının Saygısız Olması,“Teşekkürler”
Turkcell Bayisi Çalışanları Yardımcı Olmuyor,“Sorunumla çok hızlı bir şekilde ilgilenildi. Çözümün bu kadar hızlı olacağını beklemiyordum. Teşekkürler Turkcell”
Yanlı Adres Giren Turkcell Maddi Ve Manevi Sorunlarımın Sorumlusudur,“Şikayetim çözüldü. Teşekkürler.”
Turkcell Sosyal Ağ Sorunları,“Teşekkür ederim. Sorunum çözüldü.”
Turkcell Cayma Bedelinin Ne Kadar Olduğunu Paylaşmıyor,“Beni arayan kişi yanlış hatırlamıyorsam bekir beydi ilgiliydi sorun çözüldüğü için teşekkür ederim.”
Turkcell Yurt Dışında Kullanılmayan Numaralar Üzerinden Ücretlendirme Sorunu,“Cansu hanım arada ve sorunumu çözdü teşekkür ederim.”
Turkcell TV+ Ready Pişmanlığı Ve Teknik Ekibin Anlamadığı Hata Kodu,“Sorunum çözüldü”
Turkcell WhatsApp Engel Yedim,“İlginize teşekkür ederim”
Turkcell'den Şaşırtan Fatura Ve Cayma Bedeli Sürprizleri,“Turkcell müşteri hizmetleri Bekir bey çok anlayışlı davrandı ve çok güzel çözüm sundu çok memnun kaldım sorunum çözüldü hızlı şekilde kendisine teşekkür ediyorum”
"Turkcell Aşım Şikayeti, Para İadesi İstiyorum",“Teşekkürler. Benimle iletişime geçen hanımefendiye daha fazla teşekkürler.”
Turkcell İnsanlık Dışı Zamlar,“Teşekkürler ilginize”
Turkcell Şebeke Çekmeme Sorunu,“Teşekkürler sorunu hallettiler”
Turkcell Müşteri Mağduriyeti. Yanlışlıkla Birden Fazla Hata!,“Çok teşekkürler en azından ilgilendiler önem gösterdiler hepsini telafi etmeseler de bir kısmını sağ olsunlar telafi ettiler benimle iletişime geçen Cansu hanıma ekstra teşekkür ediyorum o nasıl naiflik o nasıl kibarlık gerçekten müşteri hizmetlerine bir nezaket dersi verilmesi gerekirse cansu hanım verebilir. Sevgiler”
Turkcell Onaysız Ve Haksız Telefon Faturası,“Sorunumu çözdüğü için Turkcell'e çok teşekkür ederim”
Turkcell Hat Açma Kapama Ücreti,“Çözüm bilgilendirmesi için teşekkürler”
Turkcell Kapsama Alanı Sorunu,“İlginiz için teşekkür ederim”
Turkcell Haksız Ücretlendirme Kullanmadığım İnternete Ücret Talep Edil,"“Selamlar, 
Sorun çözüldü para iadesi yapıldı. Bilgilendirme için arayan hanımefendiye çok çok teşekkür ederim. Çok açıklayıcı bir şekilde durumu anlattı ve sorunu bu şekilde kapatmış olduk.”"
